pdf_name,status
001-041l_S1_Obstruktive-Schlafapnoe-Tonsillenchirurgie-Adenotomie_Kinder-perioperatives-Management_2021-01.pdf,ok
030-031l_S1_Ataxien-des-Erwachsenenalters_2024-02.pdf,IndexError: list index out of range
031-038l_S1_Knochenszintigraphie_Kinder_2015-06-abgelaufen.pdf,IndexError: list index out of range
001-031l_S2k_Interdisziplinaere-Versorgung-Kinder-Fremdkoerperaspiration-Fremdkoerperingestion_2024-12.pdf,ok
013-066l_S2k_zirkumskripte_Sklerodermie_2023-11_1.pdf,ok
025-013l_S1_Non-Hodgkin-Lymphome_NHL_2023-06.pdf,ok
059-005l_S2k_Chlamydia-trachomatis_Infektionen_2016-12-abgelaufen.pdf,ok
007-091l_S3_Antiresorptiva-assoziierte-Kiefernekrosen-AR-ONJ_2018-12-abgelaufen.pdf,IndexError: list index out of range
088-007l_S2k_operative_Therapie_benigner_Schilddruesenerkrankungen_2025-03-verlaengert.pdf,ok
028-047l_S3_Autismus-Spektrum-Stoerungen-Kindes-Jugend-Erwachsenenalter-Therapie_2021-04_1.pdf,ok
024-006l_S2k_Betreuung_von_Neugeborenen_diabetischer_Muetter_2017-10-abgelaufen.pdf,ok
187-061l_S2k_Rehabilitation-Majoramputation-obere-Extremitaet-proximal-Hand_2024-08.pdf,ok
083-010l_S3_Implantatprothetische-Versorgung-zahnloser-Oberkiefer_2021-03.pdf,ok
053-028l_S1_Nicht_sichtbare_Haematurie_2020-11-abgelaufen.pdf,ok
015-074l_S2k_Uterine_Sakrome_2024-10.pdf,ok
002-005l_S1_Praevention-arbeitsbedingter-Gesundheitsgefahren-bei-Arbeiten-unter-Einwirkung-von-Schwefelkohlenstoff_2022-03.pdf,IndexError: list index out of range
020-020l_S3_Behandlung-von-erwachsenen-Patienten-mit-ambulant-erworbener-Pneumonie__2021-05.pdf,IndexError: list index out of range
088-001l_S3_Chirurgie-Adipositas-metabolische-Erkrankugen_2018-02-abgelaufen.pdf,IndexError: list index out of range
031-022l_S1_Skelettszintigraphie_04-2024.pdf,ok
031-002l_S1_Radioiodtherapie_differenziertes_Schilddruesenkarziom_2015-10-abgelaufen.pdf,ok
063-001l_S3_SBAS_2023-01_verlaengert_und_Hinweis_Teil-Aktualisierung.pdf,ok
060-009l_S1_Betreuung-Patienten-entzuendlich-rheumatische-Erkrankungen-SARS-CoV2-COVID-19-Pandemie_2021-10-verlaengert.pdf,ok
028-045l_S3_ADHS_2018-06-abgelaufen.pdf,IndexError: list index out of range
092-004l_S1_Ambulante-parenterale-Antiinfektivatherapie-APAT_2024-11.pdf,ok
004-028l_extracranielle-Carotisstenose-Diagnostik-Therapie-Nachsorge_2025-02-abgelaufen.pdf,IndexError: list index out of range
030-001l_S1_Motoneuronerkrankungen_2021-11.pdf,IndexError: list index out of range
061-029l_S1_Hereditaeres-Angiooedem-durch-C1-Inhibitor-Mangel_2019-01-abgelaufen.pdf,IndexError: list index out of range
013-093l_S1_Diagnostik-Therapie-Vitiligo_2021-04.pdf,ok
112-001l_S2k_Primaere_Immundefekte_PID_2017-11_abgelaufen.pdf,ok
021-003l_S3_Pankreatitis_2022-04_01.pdf,IndexError: list index out of range
011-021l_S3_Einsatz-der-extrakorporalen-Zirkulation-ECLS-ECMO-bei-Herz-Kreislaufversagen_2021-02.pdf,ok
017-004l_S2k_Seromukotympanum_2018-12-abgelaufen.pdf,IndexError: list index out of range
001-025l_S3_Behandlung-akuter-perioperativer-posttraumatischer-Schmerzen_2022-11.pdf,IndexError: list index out of range
012-015l_S2e_Distale_Radiusfraktur_2021-11_02.pdf,ok
082-006l_S2k_Parenterale_Antibiotika_2019-08-abgelaufen.pdf,ok
032-057l_S1_Atypisches-Fibroxanthom-AFX-pleomorphes-dermales-Sarkom__PDS__2022-01.pdf,ok
032-051OLl_S3_Psychoonkologische-Diagnostik-Beratung-Behandlung-von-erwachsenen-KrebspatientInnen_2023-09.pdf,ok
043-034l_S2e_Diagnostik_Therapie_benignes_Prostatasyndrom_2023-04.pdf,IndexError: list index out of range
053-065l_S1_Anamnestisches-Erstgespraech-in-der-hausaerztlichen-Praxis-Gesprächsfuehrung-unbekannten-Patientin-Patienten__2025-01_1.pdf,ok
013-027l_S3_Atopische-Dermatitis-AD-Neurodermitis-atopisches-Ekzem_2024-01.pdf,IndexError: list index out of range
083-005l_S2k_Dentale-digitale-Volumentomographie-DVT_2023-02_1.pdf,IndexError: list index out of range
001-037l_S1_Telemedizin_praehospitale_Notfallmedizin_2016-11-abgelaufen.pdf,ok
013-094l_S2k_Therapie-der-Psoriasis-bei-Kindern-und-Jugendlichen_2022-04-verlaengert.pdf,ok
nvl-004l_S3_Chronische-KHK_2024-09.pdf,IndexError: list index out of range
053-052l_S1_Hitzebedingte-Gesundheitsstoerungen-Hausarztpraxis_2020-09.pdf,ok
013-043l_S1_Ichtyosen_2017-05-abgelaufen.pdf,ok
023-048l_S2k_Kongenital-korrigierte-Transposition-der-großen-Arterien-cc-TGA_2021-10.pdf,ok
006-002l_S1_Anorektale-Fehlbildungen_2024-04.pdf,IndexError: list index out of range
027-075l_S2k_Praevention-dysregulierten-Bildschirmmediengebrauchs-Kinder-Jugendliche_2023-09.pdf,ok
060-005l_S3_Diagnostik-Therapie-Gicht_2025-01.pdf,ok
179-015l_S1_Thromboembolieprophylaxe-bei-Querschnittlaehmung_2020-09.pdf,ok
083-051l_S2k_Okklusionsschienen-Behandlung-craniomandibulere-Dysfunktionen-praeprothetischen-Therapie_2024-07.pdf,ok
015-084l_S3_Sectio-caesarea_2020-06_1_02.pdf,IndexError: list index out of range
005-003l_S3_Diagnostik-Therapie-Karpaltunnelsyndrom-KTS_2022-04_01.pdf,IndexError: list index out of range
174-021l_S1_Hochwuchs_2022-04.pdf,ok
083-035l_S2k_ZAE_Behandlungsempfehlungen_Organtransplantation_2022-08.pdf,ok
028-044l_S3_Lese-Rechtschreibstörungen_Kinder_Jugendliche_2015-06-abgelaufen.pdf,ok
093-002l_S2k_Virusinfektionen-Organtransplantierte-alloge-Stammzell-Transplantierten-Diagnostik-Praevention-Therapie__2024-12.pdf,ok
040-017l_S3_Nierenersatztherapie-Intensivmedizin_2025-03.pdf,ok
002-017l_S1_Haendigkeit–Bedeutung_-Untersuchung_2020-10.pdf,IndexError: list index out of range
161-001l_S2k_Medizinisch-klinische-Diagnostik-bei-Schimmelpilzexposition-in-Innenraeumen_2024-03.pdf,ok
013-099l_S3_Management-Urethritis-maennliche-Jugendliche-Erwachsene_2025-02.pdf,ok
013-096l_S1_Diagnostik-Therapie-Necrobiosis-lipoidica_2024-04.pdf,ok
022-030l_S2k_Diagnostik-Therapie-5q-assoziierte-spinale-Muskelatrophie-Kinder-Erwachsene_2025-02_1.pdf,ok
115-001l_S2k_Rationelle_Labordiagnostik_Abklärung_Nierenschädigungen_Nierenerkrankungen_2021-09_01.pdf,ok
060-004l_S2e_Therapie_rheumatoide_Arthritits_krankheitsmod_Med_2018-10_01-abgelaufen.pdf,ok
023-019l_S2k_Pulmonalatresie_intaktes_Ventrikelseptum_PA-IVS_2015-06-abgelaufen.pdf,ok
080-006l_S3_Neurologische-Rehabilitation-bei-Koma-und-schwerer-Bewusstseinsstoerung-im-Erwachsenenalter_2025-03-verlaengert.pdf,ok
108-001l_S2k_Einwilligung_von_Menschen_mit_Demenz_in_medizinische_Maßnahmen_2024-11-abgelaufen.pdf,ok
179-007l_S1_Querschnittlaehmungsassoziierte-Osteoporose_2018-01-abgelaufen.pdf,ok
082-005l_S1_Diagnose-Therapie-Candida-Infektionen_2020-09.pdf,ok
023-010l_S2k_Aortenisthmusstenose_Kinder_Jugendliche_2018-07-abgelaufen.pdf,ok
076-001l_S3-Screening-Diagnose-Behandlung-alkoholbezogene-Stoerungen_2025-01-verlaengert.pdf,ok
015-028l_S2k_Bakterielle-Vaginose_2023-07.pdf,IndexError: list index out of range
001-051l_S1_Gefaesszugaenge-Erstversorgung-erwachsene-Notfallpatienten-Schockraum_2025-04.pdf,ok
078-017l_S1_Tumorgenetik-Genetische-Diagnostik-bei-malignen-Erkrankungen_2022-03-verlaengert_01.pdf,ok
008-001l_S2e_Schaedelhirntrauma_SHT_Erwachsene_2015-12-abgelaufen.pdf,IndexError: list index out of range
031-003l_S1_Radioiodtherapie_benigne_Schilddruesenerkrankungen_2023-04.pdf,IndexError: list index out of range
174-024l_S2k_Diagnostik-bei-Neugeborenen-von-Muettern-mit-Schilddruesenfunktionsstoerungen_2019-02-abgelaufen.pdf,ok
083-033l_S3_Periimplantaere-Weichgewebsaugmentation_2023-09_verlaengert.pdf,ok
027-073l_S2k_Muskuloskelettale-Schmerzen-Kinder-Jugendliche–Algorithmus__2020-12.pdf,ok
031-011l_S1_Schilddruesenszintigraphie-Tc-99m-Pertechnetat-I-123_Natriumiodid__2023-04.pdf,IndexError: list index out of range
012-023l_S1_Oberarmkopffraktur_2017-10-abgelaufen.pdf,ok
025-022l_S1_Leitsymptome-Diagnostik-ZNS-Tumoren-Kinder-Jugendliche_2024-06.pdf,IndexError: list index out of range
015-089l_S3_Fetale-Ueberwachung-in-der-Schwangerschaft_2023-05.pdf,ok
020-019l_S2k_Tuberkulose-im-Erwachsenenalter_2023-09.pdf,ok
185-003l_S2k_Kawasaki-Syndrom_2021-01.pdf,ok
042-005l_S1_Schistosomiasis-Bilharziose-Diagnostik-Therapie_2017-12-abgelaufen.pdf,ok
030-133l_S2k_Sekundaerprophylaxe-ischaemischer-Schlaganfall-transitorische-ischaemische-Attacke-Teil-1_2022-07.pdf,IndexError: list index out of range
023-047l_S2k_Kongenitale-Aortenklappenstenose_2022-01.pdf,ok
061-032l_S2k_Diagnostik_Verdacht_Betalaktamantibiotika_Ueberempfindlichkeit_2019-12-abgelaufen.pdf,ok
001-015l_S3_Lagerungstherapie-Mobilisation-von-kritisch-Erkrankten-auf-Intensivstationen_2024-09.pdf,IndexError: list index out of range
021-011l_S3_Prophylaxe-Diagnostik-Therapie-der-Hepatitis-B-Virusinfektion_2021-07.pdf,IndexError: list index out of range
023-004l_S2k_Synkope_im_Kindes-_und_Jugendalter_2025-03-abgelaufen.pdf,ok
023-030l_S2k_Hypoplastisches-Linksherzsyndrom-Hypoplastischer-Linksherzkomplex-Kinder-Jugendliche_2023-01.pdf,IndexError: list index out of range
048-014l_S2k_Diagnostik-Therapie-Fieber-ohne-Fokus_-Granulozytopenie-Kinderonkologie_2024-03.pdf,ok
017-071l_S2k_Cochlea-Implantat-Versorgung-zentral-auditorische-Implantate_2020-12.pdf,IndexError: list index out of range
024-020l_S2k_Prophylaxe_Neugeborenensepsis_Streptokokken_2016-04-abgelaufen.pdf,IndexError: list index out of range
032-033OLl_S3_Diagnostik_Therapie_Nachsorge_Zervixkarzinom_2022-03.pdf,ok
179-002l_S2k_Schwangerschaft-Geburt-Wochenbett-Querschnittlaehmung_2024-08.pdf,ok
021-004l_S3_Morbus_Crohn_Diagnostik_Therapie_2024-09.pdf,IndexError: list index out of range
030-078l_S2k_Therapie_spastisches_Syndrom_2025-04.pdf,IndexError: list index out of range
007-106l_S3_Totaler_alloplastischer_Kiefergelenkersatz_2025-04-abgelaufen.pdf,ok
038_017l_S3_Zwangsstörungen_2022-07.pdf,ok
187-051l_S2e_Hallux-Valgus_2025-05.pdf,ok
030-116l_S1_Schmerzsyndrome_CRPS_2018-09-abgelaufen.pdf,ok
048-013l_S2k_Management-ambulant-erworbene-Pneumonie-Kinder-Jugendlichen-paediatric-community-acquired_pneumonia-pCAP_2024-01_1.pdf,ok
020-034l_S2k_Sicherheit-der-diagnostischen-flexiblen-Bronchoskopie-bei-Erwachsenen__2025-04.pdf,ok
030-134l_S1_Diagnostik-Therapie-Morbus-Fabry_2023-02.pdf,ok
018-038OLl_Diagnostik-Therapie-Nachsorge-erwachsene-PatientIinnen-diffusen-grosszelligen-B-Zell-Lymphom-verwandten-Entitaeten-DLBC-2022-10.pdf,ok
031-046l_S1_Somatostatinrezeptor-PET-CT_2017-07-abgelaufen.pdf,ok
018-032OLl_S3_Diagnostik-Therapie-Nachsorge-chronisch-lymphatische-Leukaemie-CLL_2025-01.pdf,ok
031-012l_S1_Radioiodtest-I-131-oder-I-123_Natriumiodid_2023-04.pdf,IndexError: list index out of range
166-002l_S2k_Haemolytisch-Uraemisches-Syndrom-im-Kindesalter_2022-07.pdf,ok
021-018l-S3I_Intestinale-Motilitaetsstierungen_2022-03.pdf,IndexError: list index out of range
083-046l_S1_zahnmedizinische-Patienten-Belastung-Aerosol-uebertragbare-Erreger_2022-08.pdf,ok
023-009l_S2k_Supravalvulaere_Aortenstenose_SVAS_Kinder_Jugendliche_2019-10.pdf,ok
051-001l_S3_Funktionelle_Koerperbeschwerden_2018-11-abgelaufen.pdf,ok
006-100l_S2k_Infantile-Haemangiome-Saeuglinge-Kleinkinder_2020-12-verlaengert_01.pdf,IndexError: list index out of range
051-031l_S3_Psychosoziale-Diagnostik-Behandlung-PatienInnen-vor-und-nach-Organtransplantation_2022-08_1.pdf,ok
060-003l_S3_Axiale-Spondyloarthritis-Morbus-Bechterew-Fruehformen-2019-10-abgelaufen.pdf,ok
002-038l_S2k_Diagnostik_und_Begutachtung_asbestbedingter_Berufskrankheiten_2021-01.pdf,IndexError: list index out of range
021-027l_S3_Seltene-Lebererkrankungen-LeiSeLebEr-autoimmune-Lebererkrankungen-Paediatrie-Erwachsenenalter_2025-02.pdf,ok
001-045l_S1_Schulung-von-Mitarbeitenden-im-Gesundheitswesen-bei-Einsatz-waehrend-der-COVID-19-Pandemie_2020-verlaengert.pdf,ok
006-030l_S1_Leistenhernie_Hydrozele_2020-11_1.pdf,IndexError: list index out of range
013-064l_S1_MKC_Mikroskopisch-kontrollierte-Chirurgie__2022-10.pdf,ok
064-005l_S1_Haematurie-Kinder-Jugendliche-Bildgebende-Diagnostik_2023-07.pdf,ok
145-003l_S3_LONTS_2020-10.pdf,ok
088-008l_S2k_Operative-Therapie_Nebennierentumoren_2019-07-abgelaufen.pdf,ok
015-081l_S3_Adipositas-Schwangerschaft_2020_06.pdf,ok
050-002l_S3_Therapie-Praevention-Adipositas-Kinder-Jugendliche_2024-09-abgelaufen.pdf,IndexError: list index out of range
151-004l_S3_Radiofrequenz-Denervation-Facettengelenke-des-ISG_2024-03-Zertifikat.pdf,ok
030-085l_S1_Zerebrale-Vaskulitis-zerebrale-Beteiligung-systemische-Vaskulitiden-rheumatischen-Grunderkrankungen__2024-07.pdf,ok
187-002l_S2k_Rehabilitation-nach-traumatischen-Frakturen-der-Brust-und-Lendenwirbelsauule-ohne-neurologische-Ausfaelle_2022-06.pdf,ok
048-017l_S1_Infektiologische-Versorgung-von-Fluechtlingen-im-Kindes-und-Jugendalter__2022-07.pdf,ok
006-062l_S1_Unterarmschaftfraktur-2016-05-abgelaufen.pdf,ok
078-010l_S1_molekulare-zytogenetische-Diagnostik-Prader-Willi-Syndrom_-Angelman-Syndrom__2020_12.pdf,IndexError: list index out of range
004-008l_S2k_Erkrankungen-der-Nierenarterien_2020-01-abgelaufen.pdf,IndexError: list index out of range
nvl-005l_S3_Unipolare-Depression_2023-07.pdf,IndexError: list index out of range
073-024l_S2k_Klinische-Ernaehrung-in-der-Hepatologie_2024-09.pdf,ok
030-111l_Neurogene-Dysphagie_2025-03_abgelaufen.pdf,ok
030-070l_S3_Diagnostik-Therapie-akuten-Querschnittlaehmung_2025-04.pdf,IndexError: list index out of range
019-014l_S3_Vorhofflimmern_2025-04.pdf,ok
015-092l_S2k_Sars-CoV2-Schwangerschaft-Geburt-Wochenbett_2024-08.pdf,ok
007-007l_S2k_Wurzelspitzenresektion_2022-12.pdf,IndexError: list index out of range
151-001l_S2k_Diagnostik-Therapie-Spondylodiszitis_2020-10.pdf,ok
012-009l_S1_Stuetzverbaende-Frakturen-Verletzungen_2019-03-abgelaufen.pdf,ok
021-022l_S2k_Qualitaetsanforderungen_gastrointestinale_Endoskopie_2015-07-abgelaufen.pdf,ok
028-014l_S2k_Geschlechtsinkongruenz-Geschlechtsdysphorie-Kinder-Jugendliche-Diagnostik-Behandlung_2025-03_1.pdf,IndexError: list index out of range
020-030l_S2k_Bronchiektasen_2024-06_1.pdf,ok
032-049l_S2k_Gestationsbedingte-und-nicht-gestationsbedingte-Trophoblasterkrankungen_2022-08.pdf,ok
001-047l_S1_Perioperative-Nuechternzeiten-Kinder_2022-03_1.pdf,ok
055-008l_S2k_HIV-Praeexpositionsprophylaxe_2024-04_02.pdf,ok
061-030l_S1_Vorgehen-bei-Verdacht-auf-Unvertraeglichkeit-gegenueber-oral-aufgenommenem-Histamin_2022-03.pdf,ok
021-026l_S2k_Neuroendokrine_Tumore_2018-07-abgelaufen.pdf,ok
015-088ladd_S2k_Geburtseinleitung_2021-04.pdf,ok
030-067l_S1_Diagnostik-Polyneuropathien_2024-05.pdf,IndexError: list index out of range
025-018l-S1_Hereditaere-Sphaerozytose_2023-09_1.pdf,IndexError: list index out of range
032-035OLl_S3_Ovarialkarzinom_2024-10.pdf,ok
093-003l_S2k_Praevention-Diagnostik-Therapie-CMV-Infektion-Schwangere-konnatalen-CMV-Infektion-Neugeborene-Kinder_2025-04.pdf,ok
030-011l_S2k_Tremor_2022-08.pdf,IndexError: list index out of range
020-007OLl_S3_Praevention-Diagnostik-Therapie-Nachsorge-Lungenkarzinom_2025-04.pdf,ok
021-012l_S3_Hepatitis-C-Virus_HCV-Infektion_2018-07-abgelaufen.pdf,IndexError: list index out of range
023-042l_S2k_Sport-bei-angeborenen-und-erworbenen-Herzerkrankungen_2022-12.pdf,ok
002-043l_S2k_Arbeitsmedizinische-Eignungsuntersuchung-Arbeitnehmer-Offshore-Windenergieanlagen-anderen-Offshore-Installationen_2021-09.pdf,ok
151-003l_S2k_Diagnostik-Therapie-Adoleszentenkyphose-Morbus-Scheuermann-Kinder-Jugendliche_2025-01.pdf,ok
024-008l_S2k_Bakterielle_Infektionen_Neugeborene_2021-03-abgelaufne.pdf,IndexError: list index out of range
138-001l_S3_Geschlechtsdysphorie-Diagnostik-Beratung-Behandlung_2014-07-abgelaufen.pdf,ok
022-025l_S3_Fetale-Alkoholspektrumstörungen-FASD-Kinder-Jugendliche-Diagnostik-Intervention_2024-05_1.pdf,ok
018-033OLl_S3_Follikulaeres_Lymphom_2020-06.pdf,ok
023-031l_S2k_Familienorientierte-Rehabilitation_FOR-Herz_und_Kreislauferkrankungen_2018-07-abgelaufen.pdf,ok
001-042l_S1_Der-intraossaere-Gefaesszugang-in-der-Notfallmedizin_2018-02-abgelaufen.pdf,ok
020-003l_S2k_Fachaerztliche-Diagnostik-Therapie-erwachsene-Patienten-Husten__2025-02_1.pdf,IndexError: list index out of range
001-043l_S2k_Katastrophenmedizinische-praehospitale-Behandlungsleitlinie_2023-10.pdf,ok
037-015l_S2k_Sklerosierungsbehandlung-Varikose_2019-05_abgelaufen.pdf,IndexError: list index out of range
nvl-002l_S3_Asthma_2024-08.pdf,IndexError: list index out of range
nvl-003l_S3_COPD_2024-12.pdf,IndexError: list index out of range
013-028l_S3_Klassifikation-Diagnostik-Therapie-Urtikaria_2022-04.pdf,IndexError: list index out of range
100-001l_S2k_Arzneimitteltherapie-bei-Multimorbiditaet_2024-08-abgelaufen.pdf,ok
021-009l_S3_Colitis-ulcerosa_2025-02.pdf,IndexError: list index out of range
045-025l_S1_Risikofaktoren-Prophylaxe-rhegmatogene-Netzhautabloesung-bei-Erwachsenen_2022-12.pdf,ok
053-023l_S3_Brustschmerz–primaeraerztliche-Versorgung_2025-03.pdf,IndexError: list index out of range
013-092l_S2k_Praeparationen_lokale_Anwendung_2017-11-abgelaufen.pdf,ok
013-053l_S2k_Diagnostik-Praevention-Therapie-Handekzem_2023-05.pdf,ok
022-017l_S3_Umschriebene-Entwicklungsstoerungen-motorischer-Funktionen-UEMF_2020-08_01.pdf,IndexError: list index out of range
086-005l_S2k_Synovitis-bei-Haemophilie_2023-02.pdf,ok
007-066l_S3_Idiopathische_Kondylusresorption_2023-03.pdf,IndexError: list index out of range
002-042l_S2k_Nutzung-Herzschlagfrequenz-Herzfrequenzvariabilitaet-Arbeitsmedizin-Arbeitswissenschaft_2022-03_1.pdf,ok
083-027l_S3_Bruxismus-Diagnostik-Behandlung_2019-06-abgelaufen.pdf,ok
030-121l_S1_Diagnostik-Therapie-Neurogene-Blasenstoerungen_2025-01-abgelaufen.pdf,ok
023-022l_S2k_Tachykarde_Herzrhythmusstoerungen-Kinder-Jugendliche-junge-Erwachsene_2019-04-abgelaufen.pdf,ok
004-034l_S2k_Typ_B_Aortendissektion_2022-05.pdf,ok
059-002l_S2k_Diagnostik_Therapie_Syphilis_2021_06.pdf,IndexError: list index out of range
043-025l_S2k_Diagnostik_Therapie_Metaphylaxe_Urolithiasis_2019-07_1-abgelaufen.pdf,IndexError: list index out of range
030-095l_S1_Beschleunigungstrauma-Halswirbelsaeule_2021-04.pdf,ok
021-024l_S2k_Gastrointestinale_Infektionen_2023-11_1.pdf,ok
060-008l_S3_Management-des-systemische-Lupus-erythematodes_2025-04_1.pdf,ok
187-050l_S2k_Gonarthrose_2025-01-verlaengert.pdf,ok
001-005l_S1_Rueckenmarksnahe-Regionalanaesthesien-Thrombembolieprophylaxe-antithrombotische-Medikation_2021-10_1.pdf,IndexError: list index out of range
042-001l_S1_Diagnostik-Therapie-Malaria_2021-08-abgelaufen.pdf,IndexError: list index out of range
