doc_hash,pdf_path
13249600914611709836,pdfs/023-030l_S2k_Hypoplastisches-Linksherzsyndrom-Hypoplastischer-Linksherzkomplex-Kinder-Jugendliche_2023-01.pdf
4858019572897422730,pdfs/023-032l_S2k_Akute-Herzinsuffizienz-mechanische-Kreislaufunterstuetzung__2025-03-abgelaufen.pdf
16430332020748455582,pdfs/024-005l_S2k_Betreuung-von-Neugeborenen-in-der-Geburtsklinik_2022-01.pdf
14845668789844586315,pdfs/024-008l_S2k_Bakterielle_Infektionen_Neugeborene_2021-03-abgelaufne.pdf
9714802443149308976,pdfs/024-013l_S2k_Idiopathische_Apnoen_Bradykardien_Hypoxämien_Frühgeborene_2025-02-abgelaufen.pdf
17700526751287019853,pdfs/024-019l_S2k_Frühgeburt_Grenze_Lebensfähigkeit_2021-01.pdf
13312475384420862172,pdfs/024-020l_S2k_Prophylaxe_Neugeborenensepsis_Streptokokken_2016-04-abgelaufen.pdf
3575950835692905197,pdfs/025-029l_S2k_Diagnostik-Therapie-der-sekundaeren-Eisenueberladung-bei-Patienten-mit-angeborenen-Anaemien_2022-03_1.pdf
9420333160199165509,pdfs/027-018l_S3_Diagnostik-Therapie-Management-der-Glutarazidurie-Typ-1_2022-05.pdf
367841937377402257,pdfs/027-020l_S2k_Juvenile_Idiopathische_Arthritis_2024-12-abgelaufen.pdf
7432271945402379205,pdfs/030-010l_Parkinson_Krankheit_2023-11_1.pdf
8609719052787394126,pdfs/037-005l_S3k_Medizinische-Kompressionstherapie-MKS-PKV_2019-05_abgelaufen.pdf
5604251049620854465,pdfs/037-007l_S1_Intermittierende-pneumatische-Kompression-IPK-AIK_2018-07-abgelaufen.pdf
224128300607682189,pdfs/037-009l_S2k_Diagnostik-Therapie-Ulcus-cruris-venosum__2024-01_1.pdf
3143834255101536323,pdfs/038-009l_S3_Schizophrenie_2019-03-abgelaufen.pdf
10574298803736705996,pdfs/038-015l_S3_Borderline-Persoenlichkeitsstörungen_2022-11.pdf
12313574805682817462,pdfs/001-025l_S3_Behandlung-akuter-perioperativer-posttraumatischer-Schmerzen_2022-11.pdf
15540673562430209615,pdfs/043-025l_S2k_Diagnostik_Therapie_Metaphylaxe_Urolithiasis_2019-07_1-abgelaufen.pdf
10076776080835386211,pdfs/048-012l_S2k_Prophylaxe-von-schweren-Erkrankungen-durch-Respiratory-Syncytial-Virus-RSV-bei-Risikokindern_2024-10.pdf
9130568453881151391,pdfs/051-027l_S2k_Diagnostik_Behandlung_akute_Folgen_psychischer_Traumatisierung_2024-09-abgelaufen.pdf
9790210329000881980,pdfs/054-001l_S1_Die-rechtsmedizinische_Leichenoeffnung_2023-03_02.pdf
6581221827969477104,pdfs/054-002l_S1_Regeln-zur-Durchfuehrung-der-aerztlichen-Leichenschau_2023-03.pdf
8997477067827788390,pdfs/057-013l_S3-Therapie-Typ-1-Diabetes_2023-09_1.pdf
2730520154806002419,pdfs/057-016l_S3_Diagnostik-Therapie-Verlaufskontrolle-Diabetes-mellitus-Kinder-Jugendliche_2023-11.pdf
15869188071882355848,pdfs/057-017l_S2k_Diabetes_mellitus_im_Alter_2018-09-abgelaufen.pdf
15744074154811702195,pdfs/057-023l_S2e_Diabetes_und_Schwangerschaft_2022-01.pdf
4097508460264334465,pdfs/072-001l_S2k_Tauchunfall_2023-03.pdf
5539192167981643696,pdfs/084-001l_S2e_Harninkontinenz-bei-geriatrischen-Patienten-Diagnostik-Therapie_2024-01_1.pdf
10575498133985644105,pdfs/174-002l_S2e_Diagnostik-des-Wachstumshormonmangels-im-Kindes-und-Jugendalter_2022-04.pdf
15127975937581497615,pdfs/nvl-003l_S3_COPD_2024-12.pdf
12431265620340732273,pdfs/nvl-004l_S3_Chronische-KHK_2024-09.pdf
11911931811641577578,pdfs/024-006l_S2k_Betreuung_von_Neugeborenen_diabetischer_Muetter_2017-10-abgelaufen.pdf
30497994456634251,pdfs/nvl-006l_S3_Chronische_Herzinsuffizienz_2023-12.pdf
15088326646735479078,pdfs/nvl-002l_S3_Asthma_2024-08.pdf
12927340523603060266,pdfs/015-028l_S2k_Bakterielle-Vaginose_2023-07.pdf
8371932711427536592,pdfs/184-001l_S2e_Soziale-Teilhabe-Lebensqualitaet-stationaere-Altenhilfe-Pandemie_2025-03.pdf
17604470490603930354,pdfs/017-049_und_053-012l_S2k_Rhinosinusitis_2022-12-abgelaufen_01.pdf
11566523329263468793,pdfs/005-009l_S3_Kubitaltunnelsyndrom-Diagnostik-Therapie_2018-02-abgelaufen.pdf
12450726742449520167,pdfs/013-043l_S1_Ichtyosen_2017-05-abgelaufen.pdf
